p10,p25,p50,p75,p90,metric,comid,result_type,source2,ReportingNode,Scenario
30.57928,34.926125,38.692525,39.0251625,40.79688,Wet_BFL_Mag_10,22514960,observed,SUSTAIN_Junction_21,LA14,Baseline_WRP50_UBF50
3.07155,3.122625,3.184,3.261275,3.353175,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP0_UBF0
47.70475,56.0909875,60.691725,61.506125,76.22605,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP0_UBF100
25.5181,29.5698125,32.1192,32.4434125,39.8216,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP0_UBF50
63.8884,65.8933,69.6036,74.698475,77.182325,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP100_UBF0
117.99725,122.54115,124.404975,131.7319875,141.36465,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP100_UBF100
95.30105,96.360275,98.17445,103.8559625,105.400425,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP100_UBF50
33.54105,34.4441125,36.266425,38.915575,40.37015,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP50_UBF0
82.46995,88.991275,92.669625,96.60815,108.553975,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP50_UBF100
60.69045,62.6819375,63.61855,67.5727125,72.4761,DS_Mag_50,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP50_UBF50
3.17593,3.2282025,3.3614,4.7194,6.129965,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP0_UBF0
47.38589,52.7473775,59.722805,75.89717,81.866485,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP0_UBF100
25.906315,28.97122,33.11327,40.70151,43.44447,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP0_UBF50
67.451795,70.35186,75.903955,76.80113,78.93757,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP100_UBF0
117.584475,120.999595,132.11782,151.910935,157.67299,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP100_UBF100
93.550645,96.605075,104.616535,113.6396925,117.666145,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP100_UBF50
35.491365,36.8759525,40.15587,41.01709,42.22793,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP50_UBF0
84.225835,88.132045,96.18584,113.96733,119.5564,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP50_UBF100
60.462465,62.95488,68.81073,77.416575,80.93752,Wet_BFL_Mag_10,22518274,observed,SUSTAIN_Junction_32,LA2,Baseline_WRP50_UBF50
0,0,0,0,0,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP0_UBF0
1.78435,2.6051625,4.35965,6.3998125,7.33615,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP0_UBF100
0.850175,1.313525,2.28175,3.2176125,3.659225,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP0_UBF50
0,0,0,0,0,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP100_UBF0
1.78435,2.6051625,4.35965,6.3998125,7.33615,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP100_UBF100
0.850175,1.313525,2.28175,3.2176125,3.659225,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP100_UBF50
0,0,0,0,0,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP50_UBF0
1.78435,2.6051625,4.35965,6.3998125,7.33615,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP50_UBF100
0.850175,1.313525,2.28175,3.2176125,3.659225,DS_Mag_50,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP50_UBF50
0,0,0,0,0,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP0_UBF0
0.694055,2.1331,5.83469,9.459825,10.61221,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP0_UBF100
0.36991,1.1807375,3.1669,4.7940825,5.59773,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP0_UBF50
0,0,0,0,0,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP100_UBF0
0.694055,2.1331,5.83469,9.459825,10.61221,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP100_UBF100
0.36991,1.1807375,3.1669,4.7940825,5.59773,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP100_UBF50
0,0,0,0,0,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP50_UBF0
0.694055,2.1331,5.83469,9.459825,10.61221,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP50_UBF100
0.36991,1.1807375,3.1669,4.7940825,5.59773,Wet_BFL_Mag_10,22514906,observed,SUSTAIN_Junction_1,LA20,Baseline_WRP50_UBF50
0,0,0,0,0,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP0_UBF0
1.870175,2.8978625,5.0953,7.182975,8.09545,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP0_UBF100
0.969525,1.4860125,2.531225,4.03075,4.346025,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP0_UBF50
23.32215,24.04535,24.6221,25.7237375,26.519325,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP100_UBF0
25.456125,27.622275,29.3676,32.719125,34.44805,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP100_UBF100
24.620825,26.2556,27.38885,29.354525,30.44135,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP100_UBF50
11.6607,12.02215,12.31925,12.84405,13.24545,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP50_UBF0
13.499475,15.0547875,17.208525,20.043675,21.336475,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP50_UBF100
12.7334,13.815525,15.1443,16.589025,17.2397,DS_Mag_50,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP50_UBF50
0,0,0,0,0,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP0_UBF0
0.91527,2.709085,6.76345,10.511065,12.327965,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP0_UBF100
0.55549,1.64494,3.84671,5.343615,6.20465,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP0_UBF50
6.499955,14.14282,20.479435,23.13853,24.06429,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP100_UBF0
19.15036,24.0979825,25.136675,31.809255,35.30711,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP100_UBF100
12.97274,19.547085,23.86587,27.505095,29.15983,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP100_UBF50
3.24996,7.3321675,10.761275,11.8741125,12.235375,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP50_UBF0
12.77161,13.30614,15.49101,21.21462,23.852055,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP50_UBF100
9.58257,12.07991,12.57805,15.90504,17.79486,Wet_BFL_Mag_10,22515812,observed,SUSTAIN_Junction_19,LA20_2,Baseline_WRP50_UBF50
3.07165,3.122625,3.184875,3.2474625,3.343675,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP0_UBF0
46.83805,55.6874375,59.74775,61.1039375,75.983375,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP0_UBF100
25.087425,29.4227,31.620725,32.161775,39.654575,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP0_UBF50
63.8884,65.879725,69.571075,74.948275,77.341625,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP100_UBF0
117.186925,122.51795,124.31445,130.2532375,140.261425,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP100_UBF100
95.25585,96.340425,96.940575,102.3666375,104.709325,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP100_UBF50
33.490775,34.44115,36.2605,39.07285,40.433825,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP50_UBF0
81.883875,88.91455,92.669625,95.057525,107.407875,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP50_UBF100
60.08665,62.5338875,63.61855,66.7893,71.88645,DS_Mag_50,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP50_UBF50
3.17593,3.2255925,3.35618,4.718995,5.837245,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP0_UBF0
47.03111,52.02291,58.50386,70.351165,77.37776,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP0_UBF100
25.65716,28.6539175,32.37014,36.1876275,40.34846,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP0_UBF50
67.40841,70.148105,75.65032,76.88097,78.78948,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP100_UBF0
117.316065,120.2733575,131.470375,145.32444,152.88031,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP100_UBF100
93.019795,95.4713975,104.08714,110.4872175,115.062125,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP100_UBF50
35.314665,36.874265,40.152495,40.6514575,41.960375,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP50_UBF0
83.5571,86.79793,94.85866,105.339805,113.54988,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP50_UBF100
60.242665,62.3462425,68.31529,74.1221425,78.411835,Wet_BFL_Mag_10,22518110,observed,SUSTAIN_Junction_30,LA3,Baseline_WRP50_UBF50
3.0418,3.0795625,3.152525,3.18825,3.26425,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP0_UBF0
29.9965,30.7734875,31.032375,32.9227,37.98785,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP0_UBF100
16.58885,17.008375,17.63825,18.4037625,20.726675,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP0_UBF50
63.63415,65.770825,69.4768,74.80075,77.1732,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP100_UBF0
94.15975,97.857675,99.92065,101.771825,102.40015,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP100_UBF100
79.652725,81.243725,83.46115,87.5319,88.80355,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP100_UBF50
33.38365,34.3658125,36.222375,38.9198,40.2283,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP50_UBF0
62.265475,64.857325,65.79065,66.56385,69.028175,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP50_UBF100
48.515625,50.3518125,51.5903,52.7329,53.6984,DS_Mag_50,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP50_UBF50
3.068045,3.11308,3.34027,3.654595,4.138895,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP0_UBF0
25.539525,28.00978,35.076945,36.492005,45.300705,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP0_UBF100
14.545395,15.8920825,19.768255,20.70547,25.24031,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP0_UBF50
66.973585,69.75284,74.509765,76.70886,77.41311,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP100_UBF0
92.48086,96.329235,105.826445,112.1951725,119.72165,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP100_UBF100
80.01105,83.8878,90.492665,94.548205,99.766475,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP100_UBF50
35.0006,36.707475,39.45858,40.082205,40.73831,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP50_UBF0
59.69704,62.388545,70.78694,75.081275,81.129105,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP50_UBF100
47.74425,50.0982225,55.221835,57.7103375,62.805365,Wet_BFL_Mag_10,22515036,observed,SUSTAIN_Junction_26,LA8,Baseline_WRP50_UBF50
