"Year","DS_Dur_WS","DS_Tim","DS_Mag_50","DS_Mag_90","FA_Dur","FA_Mag","FA_Tim","SP_ROC","SP_Dur","SP_Mag","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_10","Peak_2","Peak_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","ReportingNode","Scenario"
"2016",205,229,38.3096,42.20216,2,263.637703694269,4,0.0261766416281054,34,337.2883,195,130,39.20141,42.8148,65,NA,NA,NA,NA,NA,NA,9482.00152,3858.1794,7903.82816,NA,NA,NA,"F57C","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",202,232,39.3573,43.06976,3,286.31251882212,16,0.0184249496616969,89,7949.2854,143,75,51.61184,65.1523,68,NA,113,139,NA,3,1,9482.00152,3858.1794,7903.82816,NA,3,1,"F57C","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,265,NA,NA,1,260.79667508913,3,0.0771776655568129,91,12204.0738,174,113,67.30578,80.2166,61,170,124.5,170,1,2,1,9928.44066,4294.6756,8377.70814,1,2,1,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",178,223,52.9108,55.92364,1,2529.17934315389,4,0.0553081176280304,24,3013.515,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9928.44066,4294.6756,8377.70814,NA,NA,NA,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",233,269,53.1566,63.05514,3,503.200479407246,10,0.00901678507730115,48,994.5462,221,186,55.9265,65.89215,35,NA,NA,NA,NA,NA,NA,9928.44066,4294.6756,8377.70814,NA,NA,NA,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",203,212,50.9814,52.81792,2,155.294369532587,8,0.0147257689522431,58,8243.1331,154,18,58.30453,60.83735,136,NA,150,NA,NA,1,NA,9928.44066,4294.6756,8377.70814,NA,1,NA,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",194,238,50.0784,55.61549,4,651.461571349178,31,0.036374003332659,9,854.2352,229,180,48.62524,53.69955,49,NA,72,NA,NA,1,NA,9928.44066,4294.6756,8377.70814,NA,1,NA,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",205,230,46.8889,59.50188,2,322.004285614788,4,0.0256181965480513,35,378.9762,195,129,46.86326,51.2141,66,NA,NA,NA,NA,NA,NA,9928.44066,4294.6756,8377.70814,NA,NA,NA,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",206,229,52.1631,59.4215,3,322.179948989094,16,0.0176616403734065,86,8411.3519,143,74,54.51587,72.2742,69,NA,113,139,NA,3,1,9928.44066,4294.6756,8377.70814,NA,3,1,"LA8","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,282.536540983902,3,0.0894688522891508,65,13438.6964,174,113,77.8435,87.1477,61,170,82,170,1,3,1,11146.91936,5308.5348,9594.13326,1,3,1,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",167,234,65.1688,69.57852,8,3300.22654526574,4,0.0206046112100057,22,640.832,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11146.91936,5308.5348,9594.13326,NA,NA,NA,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",232,270,59.56765,76.62869,3,779.500786711225,10,0.00809246808949792,49,1202.2298,221,186,63.6482,77.2835,35,NA,NA,NA,NA,NA,NA,11146.91936,5308.5348,9594.13326,NA,NA,NA,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",202,213,62.3767,67.67847,2,162.860493828548,8,0.0160286952932063,59,9494.3943,154,18,69.4197,71.76585,136,NA,150,NA,NA,1,NA,11146.91936,5308.5348,9594.13326,NA,1,NA,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",195,238,64.1506,69.60668,4,837.403796382577,31,0.0349408557768568,9,1122.4789,229,180,59.74913,66.38865,49,NA,72,NA,NA,1,NA,11146.91936,5308.5348,9594.13326,NA,1,NA,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",204,231,62.7747,93.62021,6,388.674003109792,4,0.021688969314106,36,436.4914,195,128,60.15785,68.35935,67,NA,NA,NA,NA,NA,NA,11146.91936,5308.5348,9594.13326,NA,NA,NA,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",206,229,75.9206,93.59695,3,409.027237453075,16,0.0239419459801677,86,9619.068,143,74,63.66734,90.981,69,NA,113,139,NA,3,1,11146.91936,5308.5348,9594.13326,NA,3,1,"F34D","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",193,182,0.07,0.17,4,2.72477480265671,4,0.922316049930768,98,7391.875,84,22,0.73771,1.07535,62,NA,86,79,NA,7,2,10065.45284,347.1308,6295.2698,NA,3,1,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",NA,222,NA,NA,6,1908.78088553212,4,0.143599203844847,10,54.3897,212,203,0.02,0.2034,9,NA,4,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",170,244,0.05,0.12816,6,346.766296850915,10,0.298469387755102,23,56.8279,221,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",194,196,0.0098,0.07056,NA,NA,NA,0.403873308017683,42,271.0803,154,106,0,0.03605,48,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",252,197,0.02,0.04,NA,NA,NA,0.555956678700361,41,48.5325,156,132,0,0.02,24,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",294,170,0.02,0.06,NA,NA,NA,0.25,70,84.1968,100,17,0.01684,0.02,83,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",312,152,0.03,0.10765,3,37.8631356419427,50,0.395486388915992,35,14075.8196,117,19,0.06684,7.4832,98,113,113,113,1,4,1,10065.45284,347.1308,6295.2698,1,3,1,"F45B","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,287.019580101205,3,0.0685092765438684,64,4070.8866,175,114,81.086,95.13225,61,NA,124.5,79,NA,5,1,17760.4603,5940.9159,14192.48134,NA,2,1,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",173,235,67.6108,72.45876,8,5420.91512738385,4,0.0181812780368973,23,800.7873,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17760.4603,5940.9159,14192.48134,NA,NA,NA,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",152,350,57.76735,82.04471,3,1230.94231117324,10,0.0129966934882743,129,1299.9245,221,179,75.6774,88.6836,42,NA,NA,NA,NA,NA,NA,17760.4603,5940.9159,14192.48134,NA,NA,NA,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",203,213,62.499,67.90394,2,165.328250429894,8,0.0155133749892456,59,10201.8103,154,18,69.45379,71.81065,136,NA,150,NA,NA,1,NA,17760.4603,5940.9159,14192.48134,NA,1,NA,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1026.49702173795,31,0.0330646929993916,10,1198.391,229,179,59.72826,66.7848,50,NA,72,NA,NA,1,NA,17760.4603,5940.9159,14192.48134,NA,1,NA,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.44855,6,403.165778941567,4,0.025391662172163,36,454.911,195,128,60.7496,68.96355,67,NA,NA,NA,NA,NA,NA,17760.4603,5940.9159,14192.48134,NA,NA,NA,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",210,227,76.1259,94.12051,3,474.887180525901,16,0.0247373978609586,84,12232.3927,143,72,66.47396,116.86555,71,113,113,113,1,3,1,17760.4603,5940.9159,14192.48134,1,3,1,"LA3","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,288.972777826854,3,0.0733008556895196,64,4445.9673,175,114,82.01405,98.51275,61,NA,124.5,79,NA,5,1,19792.2402,6714.9017,16060.58106,NA,2,1,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",173,235,68.5424,73.73102,8,5659.19750117375,4,0.0181643224918265,23,953.8549,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19792.2402,6714.9017,16060.58106,NA,NA,NA,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",153,349,58.4593,82.89268,3,1390.12191163608,10,0.0108370841911682,128,1353.9771,221,179,80.06918,92.9455,42,NA,NA,NA,NA,NA,NA,19792.2402,6714.9017,16060.58106,NA,NA,NA,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",204,213,62.5941,68.30118,2,166.507159016795,8,0.020540844723549,59,10842.9285,154,18,69.45407,71.81065,136,NA,150,NA,NA,1,NA,19792.2402,6714.9017,16060.58106,NA,1,NA,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1152.62272292704,31,0.0416429388226206,10,1295.3295,229,178,59.70739,67.17885,51,NA,72,NA,NA,1,NA,19792.2402,6714.9017,16060.58106,NA,1,NA,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.9184,6,427.299855551871,4,0.0291198417693068,37,491.4837,194,127,60.77128,69.4151,67,NA,NA,NA,NA,NA,NA,19792.2402,6714.9017,16060.58106,NA,NA,NA,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",210,227,76.2284,94.87056,3,584.984509681684,16,0.0327482499224604,84,13429.6381,143,72,67.66783,137.4173,71,113,113,113,1,3,1,19792.2402,6714.9017,16060.58106,1,3,1,"F319","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,288.97590445834,3,0.0731992160881374,64,4460.9962,175,114,82.01405,98.51275,61,NA,124.5,79,NA,5,1,19888.50042,6752.8395,16101.28596,NA,2,1,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",174,234,68.56265,73.84258,8,5667.13705671912,4,0.0187165561353731,22,960.7092,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19888.50042,6752.8395,16101.28596,NA,NA,NA,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",153,349,58.5634,82.91474,3,1411.22448420498,10,0.0108370841911682,128,1363.6557,221,179,80.06918,92.9455,42,NA,NA,NA,NA,NA,NA,19888.50042,6752.8395,16101.28596,NA,NA,NA,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",204,213,62.5941,68.30118,2,166.604932748212,8,0.020540844723549,59,10871.6982,154,18,69.45407,71.81065,136,NA,150,NA,NA,1,NA,19888.50042,6752.8395,16101.28596,NA,1,NA,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1157.91618512932,31,0.0416429388226206,10,1308.4944,229,178,59.70739,67.17885,51,NA,72,NA,NA,1,NA,19888.50042,6752.8395,16101.28596,NA,1,NA,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.9184,6,427.962077648564,4,0.0291198417693068,37,492.2946,194,127,60.77128,69.4151,67,NA,NA,NA,NA,NA,NA,19888.50042,6752.8395,16101.28596,NA,NA,NA,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",210,227,76.2284,94.87056,3,588.92188137116,16,0.0327482499224604,84,13493.6853,143,72,67.66783,137.4479,71,113,113,113,1,3,1,19888.50042,6752.8395,16101.28596,1,3,1,"LA2","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,288.97928443391,3,0.0729744339226011,64,4471.7747,175,114,82.01531,98.51275,61,NA,124.5,79,NA,5,1,20183.93516,6836.6192,16235.06836,NA,2,1,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2012",174,234,68.56265,73.84258,8,5671.93457880849,4,0.0187165561353731,22,964.7386,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20183.93516,6836.6192,16235.06836,NA,NA,NA,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2013",153,349,58.5815,82.91912,3,1417.48489418954,10,0.0108370841911682,128,1368.6677,221,179,80.06918,92.9455,42,NA,NA,NA,NA,NA,NA,20183.93516,6836.6192,16235.06836,NA,NA,NA,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2014",204,213,62.5941,68.30118,2,166.614901695869,8,0.020540844723549,59,10900.5986,154,18,69.45407,71.81065,136,NA,150,NA,NA,1,NA,20183.93516,6836.6192,16235.06836,NA,1,NA,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2015",194,239,64.29165,69.88644,4,1160.82763574517,31,0.0416429388226206,10,1315.0858,229,178,59.70739,67.17885,51,NA,72,NA,NA,1,NA,20183.93516,6836.6192,16235.06836,NA,1,NA,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2016",206,231,62.94545,94.9184,6,428.33030718937,4,0.0291198417693068,37,492.7051,194,127,60.77424,69.4152,67,NA,NA,NA,NA,NA,NA,20183.93516,6836.6192,16235.06836,NA,NA,NA,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2017",210,227,76.2284,94.87056,3,591.87848775792,16,0.0327482499224604,84,13716.2066,143,72,67.66783,137.6258,71,113,113,113,1,3,1,20183.93516,6836.6192,16235.06836,1,3,1,"LA1","Aggressive_non_Infiltration_WRP50_UBF50"
"2011",NA,240,NA,NA,3,286.55060300068,5,1,66,3570.4162,174,113,0,3.2583e-06,61,170,124.5,170,1,2,1,3314.1694,1087.0175,2931.03944,1,2,1,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2012",179,220,0,0,1,546.743021986364,4,0.835589941972921,21,972.5757,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3314.1694,1087.0175,2931.03944,NA,NA,NA,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2013",NA,231,NA,NA,3,31.4206666858788,10,1,10,229.7232,221,188,0,0,33,NA,NA,NA,NA,NA,NA,3314.1694,1087.0175,2931.03944,NA,NA,NA,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2017",237,199,0,0.00270000000000001,5,111.682617089702,16,0.999867794817557,56,3143.3382,143,73,0,0.3518,70,NA,113,139,NA,3,1,3314.1694,1087.0175,2931.03944,NA,3,1,"LA20","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,3,394.580743084612,5,1,66,5964.2068,174,113,0,6.8179e-06,61,170,124.5,170,1,2,1,4973.41978,1654.8823,4134.44094,1,2,1,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2012",179,220,0,0,4,833.799315561941,4,0.824197782722402,21,1348.8446,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4973.41978,1654.8823,4134.44094,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2013",NA,231,NA,NA,3,54.376168423272,10,1,10,387.3702,221,188,0,0,33,NA,NA,NA,NA,NA,NA,4973.41978,1654.8823,4134.44094,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2017",237,199,0,0.00618000000000003,5,152.950870213697,16,0.999907753940225,56,4312.8951,143,73,0,0.7556,70,NA,113,139,NA,3,1,4973.41978,1654.8823,4134.44094,NA,3,1,"LA20_2","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,1,73.4981895179654,3,0.860123963055106,66,8709.2679,174,113,0.2436,2.2336,61,170,124.5,170,1,3,1,6905.73444,2439.8329,5616.16314,1,2,1,"F300","AggressiveInfiltration_WRP0_UBF0"
"2012",178,221,0.77635,1.89276,3,1352.95340007017,4,0.486774979010161,22,1951.5037,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6905.73444,2439.8329,5616.16314,NA,NA,NA,"F300","AggressiveInfiltration_WRP0_UBF0"
"2013",272,231,0.4179,0.77682,3,10.2027881606384,5,0.620723007837801,10,561.9417,221,188,0.05011,0.531,33,NA,NA,NA,NA,NA,NA,6905.73444,2439.8329,5616.16314,NA,NA,NA,"F300","AggressiveInfiltration_WRP0_UBF0"
"2014",223,193,0.3911,0.61598,4,50.9940448466638,8,0.3375,39,5267.3005,154,17,0.49346,0.6035,137,NA,150,NA,NA,1,NA,6905.73444,2439.8329,5616.16314,NA,1,NA,"F300","AggressiveInfiltration_WRP0_UBF0"
"2015",195,237,0.2715,0.773859999999999,2,251.760693443642,31,0.354284197252273,82,1108.3967,155,105,0.3092,0.4947,50,NA,72,NA,NA,1,NA,6905.73444,2439.8329,5616.16314,NA,1,NA,"F300","AggressiveInfiltration_WRP0_UBF0"
"2016",206,230,0.2419,0.9306,2,64.4819411802451,4,0.270373921380633,35,206.7743,195,129,0.14158,0.3388,66,NA,NA,NA,NA,NA,NA,6905.73444,2439.8329,5616.16314,NA,NA,NA,"F300","AggressiveInfiltration_WRP0_UBF0"
"2017",237,199,0.5487,1.601,3,196.055537524967,16,0.208642373427926,56,5703.3788,143,73,1.25892,4.9378,70,NA,113,139,NA,3,1,6905.73444,2439.8329,5616.16314,NA,3,1,"F300","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,1,115.371271030467,3,0.840275420503084,66,10029.9189,174,113,0.30214,2.2578,61,170,124.5,170,1,2,1,7964.127,2852.2763,6487.97286,1,2,1,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2012",178,222,0.6046,1.78932,3,1584.50023931479,4,0.370037807183365,23,2264.0434,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7964.127,2852.2763,6487.97286,NA,NA,NA,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2013",272,231,0.2841,0.93665,3,10.0817638456114,5,-0.291318828034449,10,657.514,221,187,-0.04702,0.4715,34,NA,NA,NA,NA,NA,NA,7964.127,2852.2763,6487.97286,NA,NA,NA,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2014",223,193,0.2463,0.4722,4,79.1215319011467,8,0.386248736097068,39,6092.1347,154,17,0.40506,0.5151,137,NA,150,NA,NA,1,NA,7964.127,2852.2763,6487.97286,NA,1,NA,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2015",194,238,0.1449,0.720610000000001,2,353.706564372954,31,0.575873700702702,83,1280.5257,155,105,0.24448,0.4343,50,NA,72,NA,NA,1,NA,7964.127,2852.2763,6487.97286,NA,1,NA,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2016",206,230,0.1004,0.87185,2,124.255990069975,4,0.4644115545385,35,232.4191,195,129,0.0588,0.2551,66,NA,NA,NA,NA,NA,NA,7964.127,2852.2763,6487.97286,NA,NA,NA,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2017",209,227,0.3474,1.41148,3,211.591139805692,16,0.244403795704214,84,6586.9324,143,73,1.19672,5.368,70,NA,113,139,NA,3,1,7964.127,2852.2763,6487.97286,NA,3,1,"LA14","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,1,146.312874527181,3,0.813197698328646,66,10515.7613,174,113,0.2504,2.3423,61,170,124.5,170,1,2,1,8343.72272,3084.3545,6817.18592,1,2,1,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2012",179,222,0.3553,1.62962,3,1700.67095981931,4,0.731106190430346,23,2371.1138,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8343.72272,3084.3545,6817.18592,NA,NA,NA,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2013",272,231,0.11215,0.801960000000001,4,180.078943601383,10,-0.123973191168856,10,702.6415,221,186,-0.1334,0.35305,35,NA,NA,NA,NA,NA,NA,8343.72272,3084.3545,6817.18592,NA,NA,NA,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2014",223,193,0.0664,0.28226,4,93.0126317576538,8,0.498022643660031,39,6503.1416,154,17,0.28004,0.3892,137,NA,150,NA,NA,1,NA,8343.72272,3084.3545,6817.18592,NA,1,NA,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2015",194,238,-0.0263,0.572930000000003,2,413.595060578559,31,0.298230799813314,83,1320.3098,155,105,0.1396,0.3302,50,NA,72,NA,NA,1,NA,8343.72272,3084.3545,6817.18592,NA,1,NA,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2016",206,230,-0.07425,0.7799,2,147.941713375871,4,0.899532735822631,35,251.1798,195,129,-0.03966,0.1282,66,NA,NA,NA,NA,NA,NA,8343.72272,3084.3545,6817.18592,NA,NA,NA,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2017",209,227,0.1501,1.36482,3,219.821675976895,16,0.295753286147624,84,6895.697,143,73,1.10238,5.2421,70,NA,113,139,NA,3,1,8343.72272,3084.3545,6817.18592,NA,3,1,"LA13","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,1,148.909954676851,3,0.877240388562047,66,10551.3737,174,113,0.35698,2.3598,61,170,124.5,170,1,2,1,8373.58622,3100.9793,6843.84448,1,2,1,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2012",179,222,0.4849,1.64004,3,1713.45378535591,4,0.727932747420711,23,2379.0559,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8373.58622,3100.9793,6843.84448,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2013",272,231,0.17255,0.803850000000001,4,182.145376564396,10,0.613412009203592,10,706.3705,221,186,0.05185,0.35305,35,NA,NA,NA,NA,NA,NA,8373.58622,3100.9793,6843.84448,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2014",223,193,0.1533,0.32772,3,93.0925448107848,8,0.441083922667633,39,6532.3108,154,17,0.28164,0.3903,137,NA,150,NA,NA,1,NA,8373.58622,3100.9793,6843.84448,NA,1,NA,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2015",194,238,0.0997,0.61785,2,418.890990978471,31,0.440507131537242,83,1325.7244,155,105,0.14542,0.3302,50,NA,72,NA,NA,1,NA,8373.58622,3100.9793,6843.84448,NA,1,NA,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2016",206,230,0.0696,0.7799,2,150.120986379734,4,0.441748318140349,35,252.0441,195,129,0.0498,0.1531,66,NA,NA,NA,NA,NA,NA,8373.58622,3100.9793,6843.84448,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2017",209,227,0.1998,1.36482,3,220.563580469192,16,0.29079754601227,84,6921.7279,143,73,1.10244,5.2421,70,NA,113,139,NA,3,1,8373.58622,3100.9793,6843.84448,NA,3,1,"GLEN","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,1,159.228705623382,3,0.592632913386699,66,10703.3058,174,113,1.86866,3.8372,61,170,124.5,170,1,2,1,8522.88924,3177.5296,6992.85702,1,2,1,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2012",179,222,1.7552,3.02534,3,1769.66857162048,4,0.322694021006171,23,2418.9151,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8522.88924,3177.5296,6992.85702,NA,NA,NA,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2013",272,231,1.5626,2.47599,4,197.251318475677,10,0.028412515147163,10,721.6399,221,186,1.43095,1.8244,35,NA,NA,NA,NA,NA,NA,8522.88924,3177.5296,6992.85702,NA,NA,NA,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2014",223,193,1.5084,1.7108,3,94.7111563303523,8,0.100203731277524,39,6687.1723,154,17,1.75904,1.8677,137,NA,150,NA,NA,1,NA,8522.88924,3177.5296,6992.85702,NA,1,NA,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2015",194,238,1.44645,2.0508,2,440.246445742717,31,0.0230566979033237,83,1347.4426,155,105,1.63818,1.8184,50,NA,72,NA,NA,1,NA,8522.88924,3177.5296,6992.85702,NA,1,NA,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2016",206,230,1.41465,2.29465,2,160.687107697565,4,0.0510047149445654,35,257.7134,195,129,1.5354,1.6229,66,NA,NA,NA,NA,NA,NA,8522.88924,3177.5296,6992.85702,NA,NA,NA,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2017",209,227,1.5494,2.63058,3,225.163197986239,16,0.077179399225756,84,7069.2782,143,73,2.62396,6.7195,70,NA,113,139,NA,3,1,8522.88924,3177.5296,6992.85702,NA,3,1,"LA11","AggressiveInfiltration_WRP0_UBF0"
"2011",NA,240,NA,NA,1,181.421710201926,3,0.522628098659516,66,11062.4893,174,113,3.66526,5.5336,61,170,124.5,170,1,2,1,8837.60572,3434.5769,7293.3714,1,2,1,"F57C","AggressiveInfiltration_WRP0_UBF0"
"2012",178,223,3.32945,4.6149,3,1942.12807357827,4,0.26577233456158,24,2507.3753,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8837.60572,3434.5769,7293.3714,NA,NA,NA,"F57C","AggressiveInfiltration_WRP0_UBF0"
"2013",271,232,3.1942,4.2765,4,289.089968748802,10,0.0132895040805194,11,773.424,221,186,3.06035,3.50935,35,NA,NA,NA,NA,NA,NA,8837.60572,3434.5769,7293.3714,NA,NA,NA,"F57C","AggressiveInfiltration_WRP0_UBF0"
"2014",223,193,3.1332,3.3825,3,97.5144540322988,8,0.0527278195726581,39,7049.457,154,17,3.45544,3.5641,137,NA,150,NA,NA,1,NA,8837.60572,3434.5769,7293.3714,NA,1,NA,"F57C","AggressiveInfiltration_WRP0_UBF0"
"2015",194,238,3.05995,3.75098,2,488.776963554398,31,0.0101813903488881,83,1385.9227,155,105,3.344,3.5264,50,NA,72,NA,NA,1,NA,8837.60572,3434.5769,7293.3714,NA,1,NA,"F57C","AggressiveInfiltration_WRP0_UBF0"
"2016",206,230,3.02405,4.01575,2,202.781062346474,4,0.0273199732535524,35,280.9385,195,129,3.22128,3.3217,66,NA,NA,NA,NA,NA,NA,8837.60572,3434.5769,7293.3714,NA,NA,NA,"F57C","AggressiveInfiltration_WRP0_UBF0"
